subject,qPCR.Trial,cycle,log10.fluor,fluor,treatment,gene
3,2,32,1.949473993,89.01721307,treat2,reference
3,2,33,1.973501053,94.08081113,treat2,reference
3,2,34,1.991180586,97.98973556,treat2,reference
3,2,35,1.983599446,96.29404857,treat2,reference
3,2,36,2.008786366,102.0437397,treat2,reference
3,2,37,2.002715791,100.6272932,treat2,reference
3,2,38,1.973810583,94.14788827,treat2,reference
3,2,39,1.984229611,96.43387332,treat2,reference
3,2,40,1.980084899,95.51792928,treat2,reference
3,3,1,-0.215430834,0.608932517,treat2,reference
3,3,2,-0.259208801,0.550542941,treat2,reference
3,3,3,-0.072016926,0.847194395,treat2,reference
3,3,4,0.30057063,1.997885663,treat2,reference
3,3,5,-0.291600551,0.510974761,treat2,reference
3,3,6,0.404085166,2.535625825,treat2,reference
3,3,7,-0.175733634,0.667215867,treat2,reference
3,3,8,-0.178321033,0.663252609,treat2,reference
3,3,9,0.100118202,1.259268101,treat2,reference
3,3,10,-0.296816001,0.504875155,treat2,reference
3,3,11,-0.359428556,0.437090577,treat2,reference
3,3,12,0.495202255,3.127535553,treat2,reference
3,3,13,0.056207253,1.138170311,treat2,reference
3,3,14,-0.109388399,0.777341046,treat2,reference
3,3,15,-0.069406554,0.852301879,treat2,reference
3,3,16,-0.080514935,0.830778149,treat2,reference
3,3,17,0.033460644,1.080091738,treat2,reference
3,3,18,0.040416315,1.097529784,treat2,reference
3,3,19,0.396180646,2.489892783,treat2,reference
3,3,20,0.036617577,1.087971646,treat2,reference
3,3,21,0.362544724,2.304330266,treat2,reference
3,3,22,0.3959247,2.488425824,treat2,reference
3,3,23,0.635302056,4.318193074,treat2,reference
3,3,24,0.78006393,6.026482913,treat2,reference
3,3,25,1.007505704,10.17432729,treat2,reference
3,3,26,1.24924651,17.75196816,treat2,reference
3,3,27,1.441731735,27.65233023,treat2,reference
3,3,28,1.564727481,36.70519036,treat2,reference
3,3,29,1.705801091,50.7926756,treat2,reference
3,3,30,1.798005512,62.80663305,treat2,reference
3,3,31,1.871901584,74.45632277,treat2,reference
3,3,32,1.934883415,86.07626515,treat2,reference
3,3,33,1.95266926,89.67456125,treat2,reference
3,3,34,1.966685464,92.61588146,treat2,reference
3,3,35,1.992774283,98.34998156,treat2,reference
3,3,36,1.982928106,96.14531037,treat2,reference
3,3,37,1.962120668,91.64750958,treat2,reference
3,3,38,2.024032411,105.6896382,treat2,reference
3,3,39,1.997806556,99.49621407,treat2,reference
3,3,40,1.973468569,94.07377438,treat2,reference
4,1,1,-0.453922835,0.351622911,treat2,reference
4,1,2,0.165302793,1.463196971,treat2,reference
4,1,3,0.576576858,3.772044941,treat2,reference
4,1,4,0.305776811,2.021979791,treat2,reference
4,1,5,0.07381303,1.185258367,treat2,reference
4,1,6,-0.025336911,0.94332879,treat2,reference
4,1,7,0.218191409,1.652690037,treat2,reference
4,1,8,0.333586481,2.155690864,treat2,reference
4,1,9,0.205713416,1.605881207,treat2,reference
4,1,10,0.348497666,2.230990216,treat2,reference
4,1,11,0.122183459,1.324901096,treat2,reference
4,1,12,0.004280948,1.009905989,treat2,reference
4,1,13,-0.169082302,0.677513102,treat2,reference
4,1,14,0.162534612,1.453900254,treat2,reference
4,1,15,-0.06627738,0.858465052,treat2,reference
4,1,16,-0.033909545,0.924890789,treat2,reference
4,1,17,-0.164291228,0.685028708,treat2,reference
4,1,18,-0.033160637,0.92648707,treat2,reference
4,1,19,0.134953671,1.364437576,treat2,reference
4,1,20,0.185873272,1.534169243,treat2,reference
4,1,21,0.250561841,1.780581435,treat2,reference
4,1,22,0.366406471,2.32491174,treat2,reference
4,1,23,0.570473107,3.719401882,treat2,reference
4,1,24,0.856542351,7.186912387,treat2,reference
4,1,25,1.005557438,10.128787,treat2,reference
4,1,26,1.2028805,15.95440086,treat2,reference
4,1,27,1.422133509,26.43221199,treat2,reference
4,1,28,1.591787017,39.06492697,treat2,reference
4,1,29,1.720153908,52.49934773,treat2,reference
4,1,30,1.795060868,62.38222611,treat2,reference
4,1,31,1.856693149,71.89408312,treat2,reference
4,1,32,1.952438657,89.62695817,treat2,reference
4,1,33,1.904092525,80.18488768,treat2,reference
4,1,34,1.955251445,90.20932755,treat2,reference
4,1,35,2.008417344,101.9570694,treat2,reference
4,1,36,2.003652473,100.8445594,treat2,reference
4,1,37,2.002391199,100.5521124,treat2,reference
4,1,38,2.009939224,102.3149801,treat2,reference
4,1,39,1.991997301,98.17418414,treat2,reference
4,1,40,1.995997141,99.08254223,treat2,reference
4,2,1,0.086424005,1.22018029,treat2,reference
4,2,2,-0.294206766,0.507917567,treat2,reference
4,2,3,0.118140207,1.312623597,treat2,reference
4,2,4,-0.366497231,0.430033975,treat2,reference
4,2,5,-0.507445344,0.310852708,treat2,reference
4,2,6,0.266395544,1.846696578,treat2,reference
4,2,7,0.114479247,1.301605115,treat2,reference
4,2,8,-0.00177881,0.995912515,treat2,reference
4,2,9,0.0757317,1.190506306,treat2,reference
4,2,10,-0.044635877,0.902327354,treat2,reference
4,2,11,0.276144227,1.888618445,treat2,reference
4,2,12,0.465774797,2.922636452,treat2,reference
4,2,13,-0.172489732,0.672218202,treat2,reference
4,2,14,0.118176932,1.312734599,treat2,reference
4,2,15,0.114308474,1.301093401,treat2,reference
4,2,16,-0.124540962,0.750687248,treat2,reference
4,2,17,0.175131337,1.49668821,treat2,reference
4,2,18,-0.016497763,0.962724972,treat2,reference
4,2,19,0.187842803,1.541142521,treat2,reference
4,2,20,0.185170213,1.531687657,treat2,reference
4,2,21,0.298923887,1.990324491,treat2,reference
4,2,22,0.440900112,2.759942992,treat2,reference
4,2,23,0.625598012,4.222775682,treat2,reference
4,2,24,0.743858484,5.54445016,treat2,reference
4,2,25,0.999915311,9.99805016,treat2,reference
4,2,26,1.17525228,14.97105067,treat2,reference
4,2,27,1.417891607,26.17529635,treat2,reference
4,2,28,1.539460135,34.63060945,treat2,reference
4,2,29,1.720891164,52.58854608,treat2,reference
4,2,30,1.82650763,67.06680691,treat2,reference
4,2,31,1.869880087,74.11055861,treat2,reference
4,2,32,1.882303774,76.26122448,treat2,reference
4,2,33,1.926175545,84.36757079,treat2,reference
4,2,34,1.944134086,87.92939526,treat2,reference
4,2,35,1.96390192,92.02417222,treat2,reference
4,2,36,1.985321783,96.67669237,treat2,reference
4,2,37,2.001193721,100.2752425,treat2,reference
4,2,38,2.005139604,101.1904678,treat2,reference
4,2,39,1.958010442,90.78423569,treat2,reference
4,2,40,1.99594918,99.07160082,treat2,reference
4,3,1,-0.231923428,0.586241518,treat2,reference
4,3,2,0.168207858,1.473017334,treat2,reference
4,3,3,0.346754739,2.222054664,treat2,reference
4,3,4,0.032210939,1.076988185,treat2,reference
4,3,5,-0.026466391,0.940878639,treat2,reference
4,3,6,-0.185092021,0.652992178,treat2,reference
4,3,7,0.101460021,1.263164816,treat2,reference
4,3,8,-0.101008354,0.792486085,treat2,reference
4,3,9,-0.413849137,0.385612287,treat2,reference
4,3,10,0.120889051,1.320958128,treat2,reference
4,3,11,-0.232153513,0.585931015,treat2,reference
4,3,12,-0.035948001,0.920559785,treat2,reference
4,3,13,0.008776083,1.020413236,treat2,reference
4,3,14,0.09365126,1.240655657,treat2,reference
4,3,15,-0.058645461,0.873684316,treat2,reference
4,3,16,-0.073832544,0.843659995,treat2,reference
4,3,17,-0.046249355,0.898981273,treat2,reference
4,3,18,-0.160150611,0.69159109,treat2,reference
4,3,19,-0.06409207,0.862795617,treat2,reference
4,3,20,0.234170687,1.71463106,treat2,reference
4,3,21,0.341624966,2.195962733,treat2,reference
4,3,22,0.385127231,2.427321098,treat2,reference
4,3,23,0.558547297,3.618655977,treat2,reference
4,3,24,0.831183337,6.779276333,treat2,reference
4,3,25,1.001980996,10.0457183,treat2,reference
4,3,26,1.171538061,14.84355962,treat2,reference
4,3,27,1.407440565,25.55292176,treat2,reference
4,3,28,1.596766062,39.51537083,treat2,reference
4,3,29,1.719649217,52.43837398,treat2,reference
4,3,30,1.827946187,67.28932737,treat2,reference
4,3,31,1.869978688,74.12738647,treat2,reference
4,3,32,1.883652356,76.49840066,treat2,reference
4,3,33,1.881312139,76.08729399,treat2,reference
4,3,34,1.960193575,91.24174337,treat2,reference
4,3,35,1.981000631,95.71954615,treat2,reference
4,3,36,1.983865412,96.35303801,treat2,reference
4,3,37,2.003706533,100.8571132,treat2,reference
4,3,38,2.006492215,101.5061171,treat2,reference
4,3,39,2.025055341,105.938871,treat2,reference
4,3,40,1.998969661,99.76303685,treat2,reference
5,1,1,0.139034865,1.377320036,treat2,reference
5,1,2,0.033862214,1.081090905,treat2,reference
5,1,3,-0.387589797,0.409647401,treat2,reference
5,1,4,0.036264602,1.08708775,treat2,reference
5,1,5,-0.178621523,0.66279386,treat2,reference
5,1,6,0.026050003,1.061817804,treat2,reference
5,1,7,-0.029059425,0.935277689,treat2,reference
5,1,8,-0.200748269,0.62987117,treat2,reference
5,1,9,0.09868676,1.255124364,treat2,reference
5,1,10,0.090957869,1.232985214,treat2,reference
5,1,11,0.034373422,1.082364207,treat2,reference
5,1,12,0.054881245,1.134700496,treat2,reference
5,1,13,0.072347403,1.181265181,treat2,reference
5,1,14,-0.321232855,0.477273306,treat2,reference
5,1,15,-0.057711599,0.875565016,treat2,reference
5,1,16,0.085915615,1.218752767,treat2,reference
5,1,17,0.132339479,1.35624915,treat2,reference
5,1,18,0.232532156,1.708174192,treat2,reference
5,1,19,0.118932282,1.31501977,treat2,reference
5,1,20,0.191421428,1.553894136,treat2,reference
5,1,21,0.276047663,1.888198565,treat2,reference
5,1,22,0.447578431,2.802711727,treat2,reference
5,1,23,0.588303708,3.875285537,treat2,reference
5,1,24,0.829973002,6.760409476,treat2,reference
5,1,25,1.017089066,10.40133457,treat2,reference
5,1,26,1.213268659,16.34062484,treat2,reference
5,1,27,1.460814642,28.89446393,treat2,reference
5,1,28,1.596868806,39.52472036,treat2,reference
5,1,29,1.70814769,51.06786362,treat2,reference
5,1,30,1.825294835,66.87977985,treat2,reference
5,1,31,1.873068264,74.65660968,treat2,reference
5,1,32,1.922824985,83.71918361,treat2,reference
5,1,33,1.954724518,90.0999434,treat2,reference
5,1,34,1.980178766,95.53857641,treat2,reference
5,1,35,1.958077085,90.79816782,treat2,reference
5,1,36,2.00187204,100.4319834,treat2,reference
5,1,37,2.013702057,103.2053133,treat2,reference
5,1,38,1.957691906,90.71767387,treat2,reference
5,1,39,2.005561411,101.2887966,treat2,reference
5,1,40,2.027860219,106.6252885,treat2,reference
5,2,1,0.001193533,1.002751992,treat2,reference
5,2,2,0.185775513,1.533823944,treat2,reference
5,2,3,0.065945637,1.163980319,treat2,reference
5,2,4,0.386635831,2.435767498,treat2,reference
5,2,5,0.27752347,1.894625899,treat2,reference
5,2,6,-0.219658929,0.603032989,treat2,reference
5,2,7,0.071675434,1.179438864,treat2,reference
5,2,8,-0.059678272,0.871609045,treat2,reference
5,2,9,-0.076350761,0.838782264,treat2,reference
5,2,10,0.262176473,1.828843205,treat2,reference
5,2,11,-0.468214954,0.340239747,treat2,reference
5,2,12,0.26267248,1.830933115,treat2,reference
5,2,13,0.29288725,1.962850623,treat2,reference
5,2,14,-0.148224128,0.71084657,treat2,reference
5,2,15,0.163554252,1.457317742,treat2,reference
5,2,16,-0.315223529,0.48392323,treat2,reference
5,2,17,0.077838232,1.196294848,treat2,reference
5,2,18,0.088397672,1.225738062,treat2,reference
5,2,19,0.018152519,1.042683542,treat2,reference
5,2,20,0.144390842,1.394411133,treat2,reference
5,2,21,0.336245195,2.168928296,treat2,reference
5,2,22,0.401467743,2.520389971,treat2,reference
5,2,23,0.642724359,4.392627322,treat2,reference
5,2,24,0.840333483,6.923624126,treat2,reference
5,2,25,1.038124451,10.91753143,treat2,reference
5,2,26,1.300598415,19.98013485,treat2,reference
5,2,27,1.419752878,26.28771743,treat2,reference
5,2,28,1.602408118,40.03207655,treat2,reference
5,2,29,1.719786427,52.45494387,treat2,reference
5,2,30,1.83044701,67.67792108,treat2,reference
5,2,31,1.928238504,84.76928185,treat2,reference
5,2,32,1.952074481,89.55183322,treat2,reference
5,2,33,1.983109456,96.18546664,treat2,reference
5,2,34,1.972088312,93.77526766,treat2,reference
5,2,35,1.972981075,93.96823626,treat2,reference
5,2,36,1.969499533,93.21794681,treat2,reference
5,2,37,2.003289267,100.760257,treat2,reference
5,2,38,1.966794342,92.63910322,treat2,reference
5,2,39,1.985387801,96.69138939,treat2,reference
5,2,40,1.976705419,94.77753708,treat2,reference
5,3,1,0.377702474,2.386176003,treat2,reference
5,3,2,-0.140159945,0.724169209,treat2,reference
5,3,3,0.124615388,1.332340987,treat2,reference
5,3,4,0.05253442,1.128585379,treat2,reference
5,3,5,0.40026594,2.513425058,treat2,reference
5,3,6,-0.179116586,0.662038756,treat2,reference
5,3,7,-0.115557563,0.766376955,treat2,reference
5,3,8,0.199280424,1.582269381,treat2,reference
5,3,9,0.184350184,1.528798276,treat2,reference
5,3,10,0.209150876,1.618642264,treat2,reference
5,3,11,0.314335965,2.062224608,treat2,reference
5,3,12,-0.226415858,0.593723367,treat2,reference
5,3,13,-0.165267776,0.683490093,treat2,reference
5,3,14,0.041933338,1.101370243,treat2,reference
5,3,15,0.104207611,1.271181637,treat2,reference
5,3,16,-0.135178643,0.732523154,treat2,reference
5,3,17,-0.051595755,0.887982169,treat2,reference
5,3,18,0.026700029,1.06340826,treat2,reference
5,3,19,-0.002969764,0.993185192,treat2,reference
5,3,20,0.141634697,1.385589862,treat2,reference
5,3,21,0.237829945,1.729139154,treat2,reference
5,3,22,0.449331009,2.814044814,treat2,reference
5,3,23,0.631309887,4.278680787,treat2,reference
5,3,24,0.804735684,6.378751507,treat2,reference
5,3,25,1.0560897,11.37862278,treat2,reference
5,3,26,1.25896136,18.15354142,treat2,reference
5,3,27,1.443211753,27.7467265,treat2,reference
5,3,28,1.615702897,41.27650304,treat2,reference
5,3,29,1.7486951,56.06542256,treat2,reference
5,3,30,1.832176479,67.94796886,treat2,reference
5,3,31,1.912588311,81.76892925,treat2,reference
5,3,32,1.906021431,80.54181858,treat2,reference
5,3,33,1.970318456,93.39388804,treat2,reference
5,3,34,2.01001963,102.3339245,treat2,reference
5,3,35,2.017363054,104.0789864,treat2,reference
5,3,36,1.988432818,97.37171462,treat2,reference
5,3,37,2.011813065,102.75739,treat2,reference
5,3,38,2.013819863,103.2333124,treat2,reference
5,3,39,1.986745025,96.99403456,treat2,reference
5,3,40,2.006939623,101.610742,treat2,reference
6,1,1,-0.28279991,0.521434893,treat2,reference
6,1,2,0.05135076,1.125513635,treat2,reference
6,1,3,0.032439323,1.077554693,treat2,reference
6,1,4,-0.059010257,0.872950751,treat2,reference
6,1,5,-0.045358375,0.900827479,treat2,reference
6,1,6,-0.183331553,0.655644537,treat2,reference
6,1,7,0.0227698,1.053828161,treat2,reference
6,1,8,-0.038959327,0.914198854,treat2,reference
6,1,9,-0.061966254,0.867029245,treat2,reference
6,1,10,0.200200572,1.58562532,treat2,reference
6,1,11,0.108030161,1.282419641,treat2,reference
6,1,12,0.083701046,1.21255388,treat2,reference
6,1,13,-0.079532909,0.832658828,treat2,reference
6,1,14,-0.089272257,0.81419371,treat2,reference
6,1,15,0.285377326,1.929200322,treat2,reference
6,1,16,-0.074061712,0.843214931,treat2,reference
6,1,17,0.321017822,2.094198392,treat2,reference
6,1,18,0.058501308,1.144198326,treat2,reference
6,1,19,0.091651258,1.234955356,treat2,reference
6,1,20,0.308281396,2.033674281,treat2,reference
6,1,21,0.373505511,2.363227388,treat2,reference
6,1,22,0.40100992,2.517734439,treat2,reference
6,1,23,0.597532666,3.958518381,treat2,reference
6,1,24,0.77444328,5.948990567,treat2,reference
6,1,25,0.972577792,9.388101838,treat2,reference
6,1,26,1.213508549,16.34965333,treat2,reference
6,1,27,1.438603796,27.45388411,treat2,reference
6,1,28,1.642429254,43.89643528,treat2,reference
6,1,29,1.722320213,52.76187405,treat2,reference
6,1,30,1.813210072,65.04442397,treat2,reference
6,1,31,1.885506955,76.82577595,treat2,reference
6,1,32,1.948918631,88.90345339,treat2,reference
6,1,33,1.955507269,90.26248156,treat2,reference
6,1,34,1.943355232,87.77184588,treat2,reference
6,1,35,1.946344778,88.37812388,treat2,reference
6,1,36,1.985267623,96.66463673,treat2,reference
6,1,37,1.975154431,94.43966353,treat2,reference
6,1,38,1.97468633,94.33792726,treat2,reference
6,1,39,1.990721403,97.88618505,treat2,reference
6,1,40,2.032684054,107.8162083,treat2,reference
6,2,1,-0.095423857,0.80274229,treat2,reference
6,2,2,-0.190395329,0.645066771,treat2,reference
6,2,3,0.29030483,1.951213669,treat2,reference
6,2,4,0.342147481,2.198606365,treat2,reference
6,2,5,0.042358997,1.102450242,treat2,reference
6,2,6,-0.169263215,0.67723093,treat2,reference
6,2,7,-0.092084964,0.808937626,treat2,reference
6,2,8,0.207047592,1.610822145,treat2,reference
6,2,9,-0.307271654,0.492865417,treat2,reference
6,2,10,-0.106293855,0.782899734,treat2,reference
6,2,11,0.094226451,1.242299903,treat2,reference
6,2,12,-0.288413014,0.514738895,treat2,reference
6,2,13,-0.012939411,0.970645374,treat2,reference
6,2,14,-0.357552402,0.438982895,treat2,reference
6,2,15,-0.127788832,0.745094175,treat2,reference
6,2,16,0.124646112,1.332435245,treat2,reference
6,2,17,-0.020605839,0.953661304,treat2,reference
6,2,18,0.219704773,1.658459129,treat2,reference
6,2,19,0.049669359,1.121164553,treat2,reference
6,2,20,0.248616059,1.772621688,treat2,reference
6,2,21,0.304444838,2.015787917,treat2,reference
6,2,22,0.41331606,2.590097184,treat2,reference
6,2,23,0.558750606,3.620350398,treat2,reference
6,2,24,0.867565641,7.371665849,treat2,reference
6,2,25,0.976205197,9.46684348,treat2,reference
6,2,26,1.244779426,17.57031007,treat2,reference
6,2,27,1.446966843,27.98767634,treat2,reference
6,2,28,1.59139758,39.02991272,treat2,reference
6,2,29,1.719943919,52.47396959,treat2,reference
6,2,30,1.853819493,71.41994201,treat2,reference
6,2,31,1.857676649,72.05707827,treat2,reference
6,2,32,1.937032307,86.50322662,treat2,reference
6,2,33,1.97464027,94.32792264,treat2,reference
6,2,34,1.952171152,89.5717692,treat2,reference
6,2,35,1.950277585,89.18207756,treat2,reference
6,2,36,1.968927654,93.09527808,treat2,reference
6,2,37,1.990632418,97.86613076,treat2,reference
6,2,38,1.986649861,96.97278335,treat2,reference
6,2,39,2.01758712,104.1326978,treat2,reference
6,2,40,2.008806194,102.0483986,treat2,reference
6,3,1,0.087970952,1.224534294,treat2,reference
6,3,2,0.141990629,1.386725908,treat2,reference
6,3,3,0.407158982,2.553635942,treat2,reference
6,3,4,-0.051056269,0.889085916,treat2,reference
6,3,5,0.11280059,1.296583798,treat2,reference
6,3,6,0.007799227,1.018120605,treat2,reference
6,3,7,-0.284079402,0.519900935,treat2,reference
6,3,8,0.139685402,1.379384693,treat2,reference
6,3,9,0.187296655,1.539205672,treat2,reference
6,3,10,0.328933034,2.132716036,treat2,reference
6,3,11,0.207836401,1.61375054,treat2,reference
6,3,12,-0.399761804,0.398325579,treat2,reference
6,3,13,-0.360746567,0.435766091,treat2,reference
6,3,14,-0.109191948,0.777692753,treat2,reference
6,3,15,0.158887388,1.44174146,treat2,reference
6,3,16,-0.074053068,0.843231714,treat2,reference
6,3,17,0.122417526,1.325615356,treat2,reference
6,3,18,0.123877182,1.33007822,treat2,reference
6,3,19,0.26086048,1.823309859,treat2,reference
6,3,20,0.245487157,1.759896618,treat2,reference
6,3,21,0.154902094,1.42857187,treat2,reference
6,3,22,0.407293462,2.5544268,treat2,reference
6,3,23,0.573296554,3.743661334,treat2,reference
6,3,24,0.805029787,6.383072644,treat2,reference
6,3,25,0.978655481,9.520406252,treat2,reference
6,3,26,1.266512666,18.47194668,treat2,reference
6,3,27,1.466817684,29.29663119,treat2,reference
6,3,28,1.60527744,40.29743841,treat2,reference
6,3,29,1.71202026,51.52526805,treat2,reference
6,3,30,1.784508285,60.88471599,treat2,reference
6,3,31,1.873646779,74.75612452,treat2,reference
6,3,32,1.947505861,88.61471826,treat2,reference
6,3,33,1.918850098,82.9564383,treat2,reference
6,3,34,1.977296174,94.90654734,treat2,reference
6,3,35,1.972001443,93.75651223,treat2,reference
6,3,36,1.970861538,93.51074948,treat2,reference
6,3,37,1.997326579,99.38631297,treat2,reference
6,3,38,1.984164595,96.41943794,treat2,reference
6,3,39,1.983620513,96.29871958,treat2,reference
6,3,40,1.994031038,98.63499754,treat2,reference
7,1,1,0.289605884,1.948075944,treat2,reference
7,1,2,0.16276519,1.454672369,treat2,reference
7,1,3,0.05588902,1.137336612,treat2,reference
7,1,4,-0.18141963,0.658537286,treat2,reference
7,1,5,-0.177109315,0.665105723,treat2,reference
7,1,6,0.343224705,2.204066558,treat2,reference
7,1,7,0.244053886,1.754098131,treat2,reference
7,1,8,-0.070032397,0.851074549,treat2,reference
7,1,9,-0.155329657,0.699310973,treat2,reference
7,1,10,-0.277934556,0.527309316,treat2,reference
7,1,11,-0.043345689,0.905011944,treat2,reference
7,1,12,0.308152009,2.033068489,treat2,reference
7,1,13,-0.282913118,0.521298988,treat2,reference
7,1,14,-0.156915313,0.696762368,treat2,reference
7,1,15,-0.150995182,0.706325389,treat2,reference
7,1,16,-0.121275702,0.756352588,treat2,reference
7,1,17,0.350690422,2.24228299,treat2,reference
7,1,18,-0.015882454,0.964089928,treat2,reference
7,1,19,0.096507369,1.248841634,treat2,reference
7,1,20,0.281987913,1.914202651,treat2,reference
7,1,21,0.325066846,2.113814368,treat2,reference
7,1,22,0.489128884,3.08410307,treat2,reference
7,1,23,0.532438131,3.407517781,treat2,reference
7,1,24,0.820931693,6.621123574,treat2,reference
7,1,25,0.994051602,9.863966801,treat2,reference
7,1,26,1.240018176,17.3787356,treat2,reference
7,1,27,1.455725416,28.55784394,treat2,reference
7,1,28,1.60737833,40.4928486,treat2,reference
7,1,29,1.73864824,54.78330644,treat2,reference
7,1,30,1.805889276,63.95717553,treat2,reference
7,1,31,1.894865834,78.49930897,treat2,reference
7,1,32,1.902814887,79.94934078,treat2,reference
7,1,33,1.958207134,90.82536135,treat2,reference
7,1,34,1.980872589,95.69132953,treat2,reference
7,1,35,1.96232176,91.68995518,treat2,reference
7,1,36,1.977398857,94.92898921,treat2,reference
7,1,37,2.00451703,101.0455124,treat2,reference
7,1,38,1.965025783,92.2626199,treat2,reference
7,1,39,1.98049473,95.60810928,treat2,reference
7,1,40,1.994893604,98.8310942,treat2,reference
7,2,1,-0.056816235,0.877371989,treat2,reference
7,2,2,-0.051402919,0.888376538,treat2,reference
7,2,3,7.97E-05,1.000183435,treat2,reference
7,2,4,-0.028058195,0.937436384,treat2,reference
7,2,5,0.2510094,1.782417347,treat2,reference
7,2,6,-0.11755038,0.76286839,treat2,reference
7,2,7,0.151579009,1.4176826,treat2,reference
7,2,8,0.034240598,1.082033228,treat2,reference
7,2,9,0.001405467,1.00324145,treat2,reference
7,2,10,0.128259326,1.343566993,treat2,reference
7,2,11,0.079568158,1.201069552,treat2,reference
7,2,12,0.362896966,2.306199992,treat2,reference
7,2,13,-0.180011029,0.66067667,treat2,reference
7,2,14,-0.037963037,0.916298473,treat2,reference
7,2,15,0.121503727,1.322829059,treat2,reference
7,2,16,0.24227143,1.746913616,treat2,reference
7,2,17,0.044933625,1.109005307,treat2,reference
7,2,18,0.268842479,1.85713074,treat2,reference
7,2,19,-0.126333094,0.747595892,treat2,reference
7,2,20,0.304250573,2.014886433,treat2,reference
7,2,21,0.324559665,2.111347242,treat2,reference
7,2,22,0.33779196,2.176666835,treat2,reference
7,2,23,0.634825062,4.313452914,treat2,reference
7,2,24,0.792236098,6.197779165,treat2,reference
7,2,25,1.024248936,10.57423447,treat2,reference
7,2,26,1.226447442,16.84408569,treat2,reference
7,2,27,1.452791733,28.36558422,treat2,reference
7,2,28,1.591283273,39.01964137,treat2,reference
7,2,29,1.762364943,57.85820331,treat2,reference
7,2,30,1.834707343,68.34509369,treat2,reference
7,2,31,1.871715579,74.42444065,treat2,reference
7,2,32,1.953365009,89.81833683,treat2,reference
7,2,33,1.960996264,91.41053784,treat2,reference
7,2,34,2.015270864,103.5787973,treat2,reference
7,2,35,1.989768308,97.67160128,treat2,reference
7,2,36,1.977800667,95.01685832,treat2,reference
7,2,37,2.005324776,101.2336221,treat2,reference
7,2,38,1.972595916,93.88493626,treat2,reference
7,2,39,1.988044508,97.28469205,treat2,reference
7,2,40,2.045365422,111.0108484,treat2,reference
7,3,1,-0.151557655,0.705411191,treat2,reference
7,3,2,0.128369611,1.343908222,treat2,reference
7,3,3,-0.149815067,0.708247309,treat2,reference
7,3,4,0.02234169,1.052789853,treat2,reference
7,3,5,0.175577746,1.498227436,treat2,reference
7,3,6,0.252846162,1.78997169,treat2,reference
7,3,7,0.032785535,1.078414044,treat2,reference
7,3,8,0.168154535,1.472836489,treat2,reference
7,3,9,-0.446668754,0.357545442,treat2,reference
7,3,10,-0.08127783,0.82932006,treat2,reference
7,3,11,-0.179287854,0.661777726,treat2,reference
7,3,12,-0.206667717,0.621344248,treat2,reference
7,3,13,0.10803103,1.282422206,treat2,reference
7,3,14,-0.241826674,0.573024678,treat2,reference
7,3,15,0.011365693,1.026515929,treat2,reference
7,3,16,0.104655513,1.272493324,treat2,reference
7,3,17,-0.322042066,0.476384841,treat2,reference
7,3,18,-0.045373842,0.900795396,treat2,reference
7,3,19,-0.014606107,0.966927457,treat2,reference
7,3,20,0.104653312,1.272486876,treat2,reference
7,3,21,0.319761387,2.08814853,treat2,reference
7,3,22,0.440355012,2.756481057,treat2,reference
7,3,23,0.557886638,3.613155378,treat2,reference
7,3,24,0.82680515,6.711276783,treat2,reference
7,3,25,1.024474761,10.57973431,treat2,reference
7,3,26,1.22203949,16.67398822,treat2,reference
7,3,27,1.4881919,30.77456341,treat2,reference
7,3,28,1.636397761,43.29101429,treat2,reference
7,3,29,1.735716379,54.41471751,treat2,reference
7,3,30,1.816650875,65.56180089,treat2,reference
7,3,31,1.861041478,72.6175308,treat2,reference
7,3,32,1.947741949,88.66290347,treat2,reference
7,3,33,1.957518621,90.68148457,treat2,reference
7,3,34,1.960767012,91.36229743,treat2,reference
7,3,35,1.951604611,89.45499819,treat2,reference
7,3,36,1.983820268,96.34302263,treat2,reference
7,3,37,1.990496197,97.8354387,treat2,reference
7,3,38,1.984811988,96.56327519,treat2,reference
7,3,39,2.034857111,108.3570346,treat2,reference
7,3,40,1.998274949,99.60358024,treat2,reference
8,1,1,0.026936565,1.063987597,treat2,reference
8,1,2,0.020452005,1.048218945,treat2,reference
8,1,3,-0.116517571,0.764684749,treat2,reference
8,1,4,0.31814791,2.080405101,treat2,reference
8,1,5,0.149206004,1.409957443,treat2,reference
8,1,6,0.304319177,2.015204746,treat2,reference
8,1,7,-0.121453456,0.756043083,treat2,reference
8,1,8,-0.130181026,0.741001307,treat2,reference
8,1,9,0.286340653,1.933484314,treat2,reference
8,1,10,0.297518517,1.983894241,treat2,reference
8,1,11,0.263035759,1.832465298,treat2,reference
8,1,12,0.006425899,1.014906184,treat2,reference
8,1,13,0.339483426,2.185160925,treat2,reference
8,1,14,-0.221991641,0.599802621,treat2,reference
8,1,15,0.057143757,1.140627288,treat2,reference
8,1,16,0.217807367,1.651229228,treat2,reference
8,1,17,0.032254338,1.077095815,treat2,reference
8,1,18,-0.038426468,0.915321222,treat2,reference
8,1,19,0.28839496,1.942651779,treat2,reference
8,1,20,0.316432256,2.072202798,treat2,reference
8,1,21,0.323753067,2.107429558,treat2,reference
8,1,22,0.436260722,2.730616574,treat2,reference
8,1,23,0.594727968,3.933036423,treat2,reference
8,1,24,0.796311007,6.256205521,treat2,reference
8,1,25,1.024216529,10.57344544,treat2,reference
